environment,genotype,block,value,trait,trait_label
LN2024,Fm478,3,1,number_of_tillers,Number of tillers
LN2024,Fm480,1,0,number_of_tillers,Number of tillers
LN2024,Fm480,2,0,number_of_tillers,Number of tillers
LN2024,Fm480,3,1,number_of_tillers,Number of tillers
LN2024,Fm482,1,1,number_of_tillers,Number of tillers
LN2024,Fm482,2,1,number_of_tillers,Number of tillers
LN2024,Fm482,3,1,number_of_tillers,Number of tillers
LN2024,Fm484,1,1,number_of_tillers,Number of tillers
LN2024,Fm484,2,1,number_of_tillers,Number of tillers
LN2024,Fm484,3,1,number_of_tillers,Number of tillers
LN2024,Fm489,1,0,number_of_tillers,Number of tillers
LN2024,Fm489,2,0,number_of_tillers,Number of tillers
LN2024,Fm489,3,1,number_of_tillers,Number of tillers
LN2024,Fm491,1,2,number_of_tillers,Number of tillers
LN2024,Fm491,2,1,number_of_tillers,Number of tillers
LN2024,Fm491,3,3,number_of_tillers,Number of tillers
LN2024,Fm492,1,2,number_of_tillers,Number of tillers
LN2024,Fm492,2,1,number_of_tillers,Number of tillers
LN2024,Fm492,3,2,number_of_tillers,Number of tillers
LN2024,Fm496,1,2,number_of_tillers,Number of tillers
LN2024,Fm496,2,0,number_of_tillers,Number of tillers
LN2024,Fm496,3,0,number_of_tillers,Number of tillers
LN2024,Fm505,1,1,number_of_tillers,Number of tillers
LN2024,Fm505,2,1,number_of_tillers,Number of tillers
LN2024,Fm505,3,1,number_of_tillers,Number of tillers
LN2024,Fm507,1,20,number_of_tillers,Number of tillers
LN2024,Fm507,2,15,number_of_tillers,Number of tillers
LN2024,Fm507,3,15,number_of_tillers,Number of tillers
LN2024,Fm510,1,0,number_of_tillers,Number of tillers
LN2024,Fm510,2,0,number_of_tillers,Number of tillers
LN2024,Fm510,3,0,number_of_tillers,Number of tillers
LN2024,Fm518,1,3,number_of_tillers,Number of tillers
LN2024,Fm518,2,5,number_of_tillers,Number of tillers
LN2024,Fm518,3,4,number_of_tillers,Number of tillers
LN2024,Fm519,1,2,number_of_tillers,Number of tillers
LN2024,Fm519,2,4,number_of_tillers,Number of tillers
LN2024,Fm519,3,2,number_of_tillers,Number of tillers
LN2024,Fm522,1,8,number_of_tillers,Number of tillers
LN2024,Fm522,2,3,number_of_tillers,Number of tillers
LN2024,Fm522,3,6,number_of_tillers,Number of tillers
LN2024,Fm523,1,0,number_of_tillers,Number of tillers
LN2024,Fm523,2,0,number_of_tillers,Number of tillers
LN2024,Fm523,3,1,number_of_tillers,Number of tillers
LN2024,Fm524,1,4,number_of_tillers,Number of tillers
LN2024,Fm524,2,4,number_of_tillers,Number of tillers
LN2024,Fm524,3,6,number_of_tillers,Number of tillers
LN2024,Fm537,1,4,number_of_tillers,Number of tillers
LN2024,Fm537,2,1,number_of_tillers,Number of tillers
LN2024,Fm537,3,1,number_of_tillers,Number of tillers
LN2024,Fm552,1,3,number_of_tillers,Number of tillers
LN2024,Fm552,2,2,number_of_tillers,Number of tillers
LN2024,Fm552,3,3,number_of_tillers,Number of tillers
LN2024,Fm56,1,5,number_of_tillers,Number of tillers
LN2024,Fm56,2,6,number_of_tillers,Number of tillers
LN2024,Fm56,3,6,number_of_tillers,Number of tillers
LN2024,Fm560,1,24,number_of_tillers,Number of tillers
LN2024,Fm560,2,25,number_of_tillers,Number of tillers
LN2024,Fm560,3,21,number_of_tillers,Number of tillers
LN2024,Fm566,1,8,number_of_tillers,Number of tillers
LN2024,Fm566,2,16,number_of_tillers,Number of tillers
LN2024,Fm566,3,17,number_of_tillers,Number of tillers
LN2024,Fm569,1,20,number_of_tillers,Number of tillers
LN2024,Fm569,2,14,number_of_tillers,Number of tillers
LN2024,Fm569,3,12,number_of_tillers,Number of tillers
LN2024,Fm585,2,7,number_of_tillers,Number of tillers
LN2024,Fm585,3,7,number_of_tillers,Number of tillers
LN2024,Fm589,1,5,number_of_tillers,Number of tillers
LN2024,Fm589,2,5,number_of_tillers,Number of tillers
LN2024,Fm589,3,3,number_of_tillers,Number of tillers
LN2024,Fm590,1,22,number_of_tillers,Number of tillers
LN2024,Fm590,2,20,number_of_tillers,Number of tillers
LN2024,Fm590,3,19,number_of_tillers,Number of tillers
LN2024,Fm592,1,17,number_of_tillers,Number of tillers
LN2024,Fm592,2,28,number_of_tillers,Number of tillers
LN2024,Fm592,3,24,number_of_tillers,Number of tillers
LN2024,Fm600,1,3,number_of_tillers,Number of tillers
LN2024,Fm600,2,4,number_of_tillers,Number of tillers
LN2024,Fm600,3,3,number_of_tillers,Number of tillers
LN2024,Fm601,1,5,number_of_tillers,Number of tillers
LN2024,Fm601,2,6,number_of_tillers,Number of tillers
LN2024,Fm601,3,5,number_of_tillers,Number of tillers
LN2024,Fm610,1,13,number_of_tillers,Number of tillers
LN2024,Fm610,2,10,number_of_tillers,Number of tillers
LN2024,Fm610,3,10,number_of_tillers,Number of tillers
LN2024,Fm611,1,10,number_of_tillers,Number of tillers
LN2024,Fm611,2,13,number_of_tillers,Number of tillers
LN2024,Fm611,3,11,number_of_tillers,Number of tillers
LN2024,Fm612,1,9,number_of_tillers,Number of tillers
LN2024,Fm612,2,12,number_of_tillers,Number of tillers
LN2024,Fm612,3,14,number_of_tillers,Number of tillers
LN2024,Fm614,1,1,number_of_tillers,Number of tillers
LN2024,Fm614,2,1,number_of_tillers,Number of tillers
LN2024,Fm614,3,0,number_of_tillers,Number of tillers
LN2024,Fm615,1,0,number_of_tillers,Number of tillers
LN2024,Fm615,2,1,number_of_tillers,Number of tillers
LN2024,Fm615,3,1,number_of_tillers,Number of tillers
LN2024,Fm616,1,10,number_of_tillers,Number of tillers
LN2024,Fm616,2,7,number_of_tillers,Number of tillers
LN2024,Fm616,3,13,number_of_tillers,Number of tillers
LN2024,Fm620,1,4,number_of_tillers,Number of tillers
LN2024,Fm620,2,8,number_of_tillers,Number of tillers
LN2024,Fm620,3,6,number_of_tillers,Number of tillers
LN2024,Fm621,1,7,number_of_tillers,Number of tillers
LN2024,Fm621,2,5,number_of_tillers,Number of tillers
LN2024,Fm621,3,2,number_of_tillers,Number of tillers
LN2024,Fm65,1,5,number_of_tillers,Number of tillers
LN2024,Fm65,2,4,number_of_tillers,Number of tillers
LN2024,Fm65,3,1,number_of_tillers,Number of tillers
LN2024,Fm78,1,3,number_of_tillers,Number of tillers
LN2024,Fm78,3,6,number_of_tillers,Number of tillers
LN2024,Fm79,1,11,number_of_tillers,Number of tillers
LN2024,Fm79,2,7,number_of_tillers,Number of tillers
LN2024,Fm79,3,6,number_of_tillers,Number of tillers
LN2024,Fm86,1,6,number_of_tillers,Number of tillers
LN2024,Fm86,2,11,number_of_tillers,Number of tillers
LN2024,Fm86,3,4,number_of_tillers,Number of tillers
LN2024,Fm9,1,0,number_of_tillers,Number of tillers
LN2024,Fm9,2,1,number_of_tillers,Number of tillers
LN2024,Fm9,3,1,number_of_tillers,Number of tillers
LN2024,Fm134,1,177,days_to_harvest,Days to harvest
LN2024,Fm134,2,168,days_to_harvest,Days to harvest
LN2024,Fm134,3,186,days_to_harvest,Days to harvest
LN2024,Fm170,1,180,days_to_harvest,Days to harvest
LN2024,Fm170,2,162,days_to_harvest,Days to harvest
LN2024,Fm170,3,177,days_to_harvest,Days to harvest
LN2024,Fm173,2,183,days_to_harvest,Days to harvest
LN2024,Fm173,3,186,days_to_harvest,Days to harvest
LN2024,Fm174,1,180,days_to_harvest,Days to harvest
LN2024,Fm174,3,181,days_to_harvest,Days to harvest
LN2024,Fm176,1,187,days_to_harvest,Days to harvest
LN2024,Fm176,2,183,days_to_harvest,Days to harvest
LN2024,Fm176,3,192,days_to_harvest,Days to harvest
LN2024,Fm181,1,124,days_to_harvest,Days to harvest
LN2024,Fm181,2,124,days_to_harvest,Days to harvest
LN2024,Fm181,3,131,days_to_harvest,Days to harvest
LN2024,Fm185,1,179,days_to_harvest,Days to harvest
LN2024,Fm185,2,183,days_to_harvest,Days to harvest
LN2024,Fm185,3,186,days_to_harvest,Days to harvest
LN2024,Fm190,1,152,days_to_harvest,Days to harvest
LN2024,Fm190,2,149,days_to_harvest,Days to harvest
LN2024,Fm190,3,150,days_to_harvest,Days to harvest
LN2024,Fm193,1,149,days_to_harvest,Days to harvest
LN2024,Fm193,2,147,days_to_harvest,Days to harvest
LN2024,Fm193,3,147,days_to_harvest,Days to harvest
LN2024,Fm194,1,149,days_to_harvest,Days to harvest
LN2024,Fm194,2,149,days_to_harvest,Days to harvest
LN2024,Fm194,3,160,days_to_harvest,Days to harvest
LN2024,Fm195,1,156,days_to_harvest,Days to harvest
LN2024,Fm195,2,156,days_to_harvest,Days to harvest
LN2024,Fm195,3,156,days_to_harvest,Days to harvest
LN2024,Fm203,1,131,days_to_harvest,Days to harvest
LN2024,Fm203,2,132,days_to_harvest,Days to harvest
LN2024,Fm203,3,131,days_to_harvest,Days to harvest
LN2024,Fm208,1,186,days_to_harvest,Days to harvest
LN2024,Fm208,2,179,days_to_harvest,Days to harvest
LN2024,Fm208,3,186,days_to_harvest,Days to harvest
LN2024,Fm214,1,138,days_to_harvest,Days to harvest
LN2024,Fm214,2,138,days_to_harvest,Days to harvest
LN2024,Fm214,3,138,days_to_harvest,Days to harvest
LN2024,Fm215,1,122,days_to_harvest,Days to harvest
LN2024,Fm215,2,122,days_to_harvest,Days to harvest
LN2024,Fm215,3,121,days_to_harvest,Days to harvest
LN2024,Fm216,2,162,days_to_harvest,Days to harvest
LN2024,Fm219,1,121,days_to_harvest,Days to harvest
LN2024,Fm219,2,121,days_to_harvest,Days to harvest
LN2024,Fm219,3,121,days_to_harvest,Days to harvest
LN2024,Fm221,1,147,days_to_harvest,Days to harvest
LN2024,Fm221,2,159,days_to_harvest,Days to harvest
LN2024,Fm221,3,159,days_to_harvest,Days to harvest
LN2024,Fm225,1,128,days_to_harvest,Days to harvest
LN2024,Fm225,2,128,days_to_harvest,Days to harvest
LN2024,Fm225,3,128,days_to_harvest,Days to harvest
LN2024,Fm227,1,166,days_to_harvest,Days to harvest
LN2024,Fm227,2,186,days_to_harvest,Days to harvest
LN2024,Fm227,3,167,days_to_harvest,Days to harvest
LN2024,Fm233,1,181,days_to_harvest,Days to harvest
LN2024,Fm233,2,187,days_to_harvest,Days to harvest
LN2024,Fm233,3,187,days_to_harvest,Days to harvest
LN2024,Fm235,1,179,days_to_harvest,Days to harvest
LN2024,Fm235,2,177,days_to_harvest,Days to harvest
LN2024,Fm235,3,192,days_to_harvest,Days to harvest
LN2024,Fm236,1,147,days_to_harvest,Days to harvest
LN2024,Fm236,2,138,days_to_harvest,Days to harvest
LN2024,Fm236,3,147,days_to_harvest,Days to harvest
LN2024,Fm238,1,183,days_to_harvest,Days to harvest
LN2024,Fm238,3,186,days_to_harvest,Days to harvest
LN2024,Fm249,2,187,days_to_harvest,Days to harvest
LN2024,Fm249,3,186,days_to_harvest,Days to harvest
LN2024,Fm250,1,186,days_to_harvest,Days to harvest
LN2024,Fm250,2,187,days_to_harvest,Days to harvest
LN2024,Fm250,3,177,days_to_harvest,Days to harvest
LN2024,Fm3,1,180,days_to_harvest,Days to harvest
LN2024,Fm3,2,181,days_to_harvest,Days to harvest
LN2024,Fm3,3,181,days_to_harvest,Days to harvest
LN2024,Fm321,1,132,days_to_harvest,Days to harvest
LN2024,Fm321,2,138,days_to_harvest,Days to harvest
LN2024,Fm321,3,139,days_to_harvest,Days to harvest
LN2024,Fm322,1,183,days_to_harvest,Days to harvest
LN2024,Fm322,2,179,days_to_harvest,Days to harvest
LN2024,Fm322,3,177,days_to_harvest,Days to harvest
LN2024,Fm337,1,168,days_to_harvest,Days to harvest
LN2024,Fm337,2,155,days_to_harvest,Days to harvest
LN2024,Fm337,3,162,days_to_harvest,Days to harvest
LN2024,Fm341,1,166,days_to_harvest,Days to harvest
LN2024,Fm341,2,156,days_to_harvest,Days to harvest
LN2024,Fm341,3,159,days_to_harvest,Days to harvest
LN2024,Fm343,1,180,days_to_harvest,Days to harvest
LN2024,Fm343,2,186,days_to_harvest,Days to harvest
LN2024,Fm343,3,186,days_to_harvest,Days to harvest
LN2024,Fm344,1,183,days_to_harvest,Days to harvest
LN2024,Fm344,2,187,days_to_harvest,Days to harvest
LN2024,Fm344,3,177,days_to_harvest,Days to harvest
LN2024,Fm345,2,168,days_to_harvest,Days to harvest
LN2024,Fm345,3,186,days_to_harvest,Days to harvest
LN2024,Fm346,1,180,days_to_harvest,Days to harvest
LN2024,Fm347,1,153,days_to_harvest,Days to harvest
LN2024,Fm347,2,159,days_to_harvest,Days to harvest
LN2024,Fm347,3,155,days_to_harvest,Days to harvest
LN2024,Fm349,1,166,days_to_harvest,Days to harvest
LN2024,Fm349,2,166,days_to_harvest,Days to harvest
LN2024,Fm349,3,155,days_to_harvest,Days to harvest
LN2024,Fm351,1,168,days_to_harvest,Days to harvest
LN2024,Fm351,2,181,days_to_harvest,Days to harvest
LN2024,Fm351,3,167,days_to_harvest,Days to harvest
LN2024,Fm352,1,166,days_to_harvest,Days to harvest
LN2024,Fm352,2,162,days_to_harvest,Days to harvest
LN2024,Fm354,1,183,days_to_harvest,Days to harvest
LN2024,Fm354,2,187,days_to_harvest,Days to harvest
LN2024,Fm354,3,159,days_to_harvest,Days to harvest
LN2024,Fm355,1,156,days_to_harvest,Days to harvest
LN2024,Fm355,2,159,days_to_harvest,Days to harvest
LN2024,Fm355,3,162,days_to_harvest,Days to harvest
LN2024,Fm356,1,166,days_to_harvest,Days to harvest
LN2024,Fm356,2,186,days_to_harvest,Days to harvest
LN2024,Fm356,3,186,days_to_harvest,Days to harvest
LN2024,Fm358,1,180,days_to_harvest,Days to harvest
LN2024,Fm358,2,181,days_to_harvest,Days to harvest
LN2024,Fm358,3,186,days_to_harvest,Days to harvest
LN2024,Fm359,1,168,days_to_harvest,Days to harvest
LN2024,Fm359,2,186,days_to_harvest,Days to harvest
LN2024,Fm359,3,177,days_to_harvest,Days to harvest
LN2024,Fm36,1,168,days_to_harvest,Days to harvest
LN2024,Fm36,2,186,days_to_harvest,Days to harvest
LN2024,Fm36,3,181,days_to_harvest,Days to harvest
LN2024,Fm361,1,156,days_to_harvest,Days to harvest
LN2024,Fm361,2,155,days_to_harvest,Days to harvest
LN2024,Fm361,3,156,days_to_harvest,Days to harvest
LN2024,Fm363,1,162,days_to_harvest,Days to harvest
LN2024,Fm363,2,156,days_to_harvest,Days to harvest
LN2024,Fm363,3,181,days_to_harvest,Days to harvest
LN2024,Fm364,2,187,days_to_harvest,Days to harvest
LN2024,Fm364,3,181,days_to_harvest,Days to harvest
LN2024,Fm365,1,152,days_to_harvest,Days to harvest
LN2024,Fm365,2,181,days_to_harvest,Days to harvest
LN2024,Fm365,3,155,days_to_harvest,Days to harvest
LN2024,Fm366,1,159,days_to_harvest,Days to harvest
LN2024,Fm366,2,149,days_to_harvest,Days to harvest
LN2024,Fm366,3,160,days_to_harvest,Days to harvest
LN2024,Fm368,1,155,days_to_harvest,Days to harvest
LN2024,Fm368,3,177,days_to_harvest,Days to harvest
LN2024,Fm369,1,181,days_to_harvest,Days to harvest
LN2024,Fm369,2,149,days_to_harvest,Days to harvest
LN2024,Fm369,3,177,days_to_harvest,Days to harvest
LN2024,Fm370,1,186,days_to_harvest,Days to harvest
LN2024,Fm370,2,168,days_to_harvest,Days to harvest
LN2024,Fm370,3,181,days_to_harvest,Days to harvest
LN2024,Fm372,1,168,days_to_harvest,Days to harvest
LN2024,Fm372,2,167,days_to_harvest,Days to harvest
LN2024,Fm372,3,167,days_to_harvest,Days to harvest
LN2024,Fm375,1,156,days_to_harvest,Days to harvest
LN2024,Fm375,2,156,days_to_harvest,Days to harvest
LN2024,Fm375,3,156,days_to_harvest,Days to harvest
LN2024,Fm376,1,155,days_to_harvest,Days to harvest
LN2024,Fm376,2,167,days_to_harvest,Days to harvest
LN2024,Fm376,3,156,days_to_harvest,Days to harvest
LN2024,Fm377,1,168,days_to_harvest,Days to harvest
LN2024,Fm377,2,166,days_to_harvest,Days to harvest
LN2024,Fm377,3,162,days_to_harvest,Days to harvest
LN2024,Fm378,1,155,days_to_harvest,Days to harvest
LN2024,Fm378,2,147,days_to_harvest,Days to harvest
LN2024,Fm378,3,162,days_to_harvest,Days to harvest
LN2024,Fm379,1,159,days_to_harvest,Days to harvest
LN2024,Fm379,3,156,days_to_harvest,Days to harvest
LN2024,Fm380,1,159,days_to_harvest,Days to harvest
LN2024,Fm380,2,187,days_to_harvest,Days to harvest
LN2024,Fm380,3,162,days_to_harvest,Days to harvest
LN2024,Fm381,1,159,days_to_harvest,Days to harvest
LN2024,Fm381,2,159,days_to_harvest,Days to harvest
LN2024,Fm381,3,167,days_to_harvest,Days to harvest
LN2024,Fm382,1,155,days_to_harvest,Days to harvest
LN2024,Fm382,2,155,days_to_harvest,Days to harvest
LN2024,Fm382,3,153,days_to_harvest,Days to harvest
LN2024,Fm384,1,183,days_to_harvest,Days to harvest
LN2024,Fm384,2,187,days_to_harvest,Days to harvest
LN2024,Fm384,3,186,days_to_harvest,Days to harvest
LN2024,Fm387,1,183,days_to_harvest,Days to harvest
LN2024,Fm387,2,181,days_to_harvest,Days to harvest
LN2024,Fm387,3,186,days_to_harvest,Days to harvest
LN2024,Fm388,1,186,days_to_harvest,Days to harvest
LN2024,Fm388,2,167,days_to_harvest,Days to harvest
LN2024,Fm388,3,159,days_to_harvest,Days to harvest
LN2024,Fm389,1,177,days_to_harvest,Days to harvest
LN2024,Fm389,2,186,days_to_harvest,Days to harvest
LN2024,Fm389,3,181,days_to_harvest,Days to harvest
LN2024,Fm391,1,162,days_to_harvest,Days to harvest
LN2024,Fm391,2,159,days_to_harvest,Days to harvest
LN2024,Fm391,3,155,days_to_harvest,Days to harvest
LN2024,Fm392,1,139,days_to_harvest,Days to harvest
LN2024,Fm392,2,138,days_to_harvest,Days to harvest
LN2024,Fm392,3,139,days_to_harvest,Days to harvest
LN2024,Fm394,2,147,days_to_harvest,Days to harvest
LN2024,Fm394,3,186,days_to_harvest,Days to harvest
LN2024,Fm395,1,166,days_to_harvest,Days to harvest
LN2024,Fm395,2,168,days_to_harvest,Days to harvest
LN2024,Fm395,3,167,days_to_harvest,Days to harvest
LN2024,Fm396,1,180,days_to_harvest,Days to harvest
LN2024,Fm396,2,177,days_to_harvest,Days to harvest
LN2024,Fm396,3,162,days_to_harvest,Days to harvest
LN2024,Fm398,1,155,days_to_harvest,Days to harvest
LN2024,Fm398,2,159,days_to_harvest,Days to harvest
LN2024,Fm400,1,168,days_to_harvest,Days to harvest
LN2024,Fm400,2,162,days_to_harvest,Days to harvest
LN2024,Fm400,3,165,days_to_harvest,Days to harvest
LN2024,Fm401,1,159,days_to_harvest,Days to harvest
LN2024,Fm401,2,155,days_to_harvest,Days to harvest
LN2024,Fm401,3,153,days_to_harvest,Days to harvest
LN2024,Fm402,1,147,days_to_harvest,Days to harvest
LN2024,Fm402,2,152,days_to_harvest,Days to harvest
LN2024,Fm402,3,150,days_to_harvest,Days to harvest
LN2024,Fm404,1,166,days_to_harvest,Days to harvest
LN2024,Fm404,2,167,days_to_harvest,Days to harvest
LN2024,Fm404,3,167,days_to_harvest,Days to harvest
LN2024,Fm405,1,166,days_to_harvest,Days to harvest
LN2024,Fm405,2,167,days_to_harvest,Days to harvest
LN2024,Fm405,3,162,days_to_harvest,Days to harvest
LN2024,Fm406,1,155,days_to_harvest,Days to harvest
LN2024,Fm406,2,159,days_to_harvest,Days to harvest
LN2024,Fm406,3,155,days_to_harvest,Days to harvest
LN2024,Fm407,1,159,days_to_harvest,Days to harvest
LN2024,Fm407,2,167,days_to_harvest,Days to harvest
LN2024,Fm407,3,155,days_to_harvest,Days to harvest
LN2024,Fm41,1,186,days_to_harvest,Days to harvest
LN2024,Fm41,2,186,days_to_harvest,Days to harvest
LN2024,Fm41,3,186,days_to_harvest,Days to harvest
LN2024,Fm410,1,162,days_to_harvest,Days to harvest
LN2024,Fm410,2,167,days_to_harvest,Days to harvest
LN2024,Fm410,3,177,days_to_harvest,Days to harvest
LN2024,Fm411,1,159,days_to_harvest,Days to harvest
LN2024,Fm411,2,162,days_to_harvest,Days to harvest
LN2024,Fm411,3,167,days_to_harvest,Days to harvest
LN2024,Fm412,1,155,days_to_harvest,Days to harvest
LN2024,Fm412,2,149,days_to_harvest,Days to harvest
LN2024,Fm412,3,150,days_to_harvest,Days to harvest
LN2024,Fm413,1,162,days_to_harvest,Days to harvest
LN2024,Fm413,2,167,days_to_harvest,Days to harvest
LN2024,Fm413,3,156,days_to_harvest,Days to harvest
LN2024,Fm414,1,147,days_to_harvest,Days to harvest
LN2024,Fm414,2,152,days_to_harvest,Days to harvest
LN2024,Fm414,3,155,days_to_harvest,Days to harvest
LN2024,Fm415,1,139,days_to_harvest,Days to harvest
LN2024,Fm415,2,152,days_to_harvest,Days to harvest
LN2024,Fm415,3,153,days_to_harvest,Days to harvest
LN2024,Fm416,1,159,days_to_harvest,Days to harvest
LN2024,Fm416,2,167,days_to_harvest,Days to harvest
LN2024,Fm416,3,186,days_to_harvest,Days to harvest
LN2024,Fm417,1,177,days_to_harvest,Days to harvest
LN2024,Fm417,2,187,days_to_harvest,Days to harvest
LN2024,Fm417,3,192,days_to_harvest,Days to harvest
LN2024,Fm418,1,186,days_to_harvest,Days to harvest
LN2024,Fm418,2,181,days_to_harvest,Days to harvest
LN2024,Fm418,3,177,days_to_harvest,Days to harvest
LN2024,Fm419,1,138,days_to_harvest,Days to harvest
LN2024,Fm419,2,147,days_to_harvest,Days to harvest
LN2024,Fm419,3,138,days_to_harvest,Days to harvest
LN2024,Fm420,1,166,days_to_harvest,Days to harvest
LN2024,Fm420,3,155,days_to_harvest,Days to harvest
LN2024,Fm421,1,168,days_to_harvest,Days to harvest
LN2024,Fm421,2,186,days_to_harvest,Days to harvest
LN2024,Fm421,3,186,days_to_harvest,Days to harvest
LN2024,Fm428,1,147,days_to_harvest,Days to harvest
LN2024,Fm428,3,139,days_to_harvest,Days to harvest
LN2024,Fm429,1,147,days_to_harvest,Days to harvest
LN2024,Fm429,2,147,days_to_harvest,Days to harvest
