t2t_gene_id,symbol,description,lift_t2t_chr,t2t_gene_start,t2t_gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
Seita.2G132700,AHP2,XP_004956202.1 histidine-containing phosphotransfer protein 2 [Setaria italica],Chr2,16870651,16874143,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,138733,4
Seita.2G132800,FAR4,XP_004956203.1 fatty acyl-CoA reductase 1 [Setaria italica],Chr2,16879960,16886174,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,126702,4
Seita.2G132900,Os09g0567700,XP_004956205.1 protein HIRA [Setaria italica],Chr2,16887208,16893254,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,119622,4
Seita.2G133000,--,XP_004956206.1 GDSL esterase/lipase At5g03600 [Setaria italica],Chr2,16892929,16894309,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,118567,4
Seita.2G133200,URH2,XP_004956207.1 probable uridine nucleosidase 2 [Setaria italica],Chr2,16898976,16903140,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,109736,4
Seita.2G133300,R3HDM2,RCV10745.1 hypothetical protein SETIT_2G133300v2 [Setaria italica],Chr2,16906907,16911685,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,101191,4
Seita.2G133400,RPL10A,RCV10746.1 hypothetical protein SETIT_2G133400v2 [Setaria italica],Chr2,16912571,16915216,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,97660,4
Seita.2G133500,--,XP_004956210.1 uncharacterized protein LOC101760212 [Setaria italica],Chr2,16915674,16918185,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,94691,4
Seita.2G133600,POLE3,XP_004956211.1 DNA polymerase epsilon subunit 3 [Setaria italica],Chr2,16918639,16920574,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,92302,4
Seita.2G133700,Ub-CEP52-1,XP_002459842.1 ubiquitin-60S ribosomal protein L40-2 [Sorghum bicolor],Chr2,16922767,16924998,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,87878,4
Seita.2G133800,--,RCV10751.1 hypothetical protein SETIT_2G133800v2 [Setaria italica],Chr2,16926365,16926466,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,86410,4
Seita.2G133900,Os09g0568500,XP_004956213.1 germin-like protein 9-1 [Setaria italica],Chr2,16926757,16927518,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,85358,4
Seita.2G473200,--,"RWV81621.1 hypothetical protein GW17_00056938, partial [Ensete ventricosum]",Chr2,16929288,16930333,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,82543,4
Seita.2G134000,Os09g0568700,XP_004956214.1 germin-like protein 9-3 [Setaria italica],Chr2,16929623,16930258,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,82618,4
Seita.2G473300,--,XP_034581015.1 uncharacterized protein LOC117844415 [Setaria viridis],Chr2,16933404,16935115,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,77761,4
Seita.2G134100,--,RCV10754.1 hypothetical protein SETIT_2G134100v2 [Setaria italica],Chr2,16937937,16939529,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,73347,4
Seita.2G134200,RPS25E,RCV10755.1 hypothetical protein SETIT_2G134200v2 [Setaria italica],Chr2,16940068,16941728,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,71148,4
Seita.2G134300,At2g27730,"XP_004956216.1 uncharacterized protein At2g27730, mitochondrial [Setaria italica]",Chr2,16941970,16945853,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,67023,4
Seita.2G134400,CLH1,XP_004956217.1 chlorophyllase-1 [Setaria italica],Chr2,16956012,16957626,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,55250,4
Seita.2G473400,--,-,Chr2,16958670,16959197,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,53679,4
Seita.2G134500,--,RCV10759.1 hypothetical protein SETIT_2G134500v2 [Setaria italica],Chr2,16958808,16959434,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,53442,4
Seita.2G134600,PYRP2,"XP_004956218.1 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase, chloroplastic [Setaria italica]",Chr2,16966302,16968522,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,44354,4
Seita.2G134700,BAM2,RCV10762.1 hypothetical protein SETIT_2G134700v2 [Setaria italica],Chr2,16969243,16975022,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,37854,4
Seita.2G134800,Daglb,XP_004956220.1 uncharacterized protein LOC101764121 [Setaria italica],Chr2,16974526,16978756,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,34120,4
Seita.2G473500,--,-,Chr2,16977709,16978411,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,34465,4
Seita.2G134900,Os09g0569400,XP_004956221.1 cleavage and polyadenylation specificity factor subunit 2 [Setaria italica],Chr2,16978960,16987095,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,25781,4
Seita.2G135000,--,XP_004956223.1 uncharacterized protein LOC101764938 [Setaria italica],Chr2,16986908,16989702,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,23174,4
Seita.2G135100,--,RCV10770.1 hypothetical protein SETIT_2G135100v2 [Setaria italica],Chr2,16989714,16990345,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,22531,4
Seita.2G135200,At3g19508,XP_004956226.1 LYR motif-containing protein At3g19508 [Setaria italica],Chr2,16998192,16998921,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,13955,4
Seita.2G135300,--,RCV10772.1 hypothetical protein SETIT_2G135300v2 [Setaria italica],Chr2,17001943,17002158,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,10718,4
Seita.2G135400,PUB33,XP_022680348.1 U-box domain-containing protein 33 [Setaria italica],Chr2,17018229,17024916,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,5353,4
Seita.2G135500,--,RCV10776.1 hypothetical protein SETIT_2G135500v2 [Setaria italica],Chr2,17025318,17025724,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,12442,4
Seita.2G135600,PUB33,RCV10777.1 hypothetical protein SETIT_2G135600v2 [Setaria italica],Chr2,17034383,17039417,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,21507,4
Seita.2G135700,--,RCV10778.1 hypothetical protein SETIT_2G135700v2 [Setaria italica],Chr2,17038881,17040771,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,26005,4
Seita.2G135800,PUB70,XP_004956235.1 U-box domain-containing protein 33 isoform X2 [Setaria italica],Chr2,17040344,17045803,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,27468,4
Seita.2G135900,--,XP_022680015.1 uncharacterized protein LOC101770765 [Setaria italica],Chr2,17045959,17050932,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,33083,4
Seita.2G136000,TIC32,RCV10784.1 hypothetical protein SETIT_2G136000v2 [Setaria italica],Chr2,17053246,17057678,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,40370,4
Seita.2G136100,PHT4;4,"XP_004956239.1 probable anion transporter 4, chloroplastic [Setaria italica]",Chr2,17057521,17062536,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,44645,4
Seita.2G136200,ABF3,RCV10786.1 hypothetical protein SETIT_2G136200v2 [Setaria italica],Chr2,17066628,17067644,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,53752,4
Seita.2G136300,--,XP_034580794.1 uncharacterized protein LOC117844138 [Setaria viridis],Chr2,17074793,17079879,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,61917,4
Seita.2G136400,TUT7,RCV10788.1 hypothetical protein SETIT_2G136400v2 [Setaria italica],Chr2,17080136,17082519,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,67260,4
Seita.2G136600,SLC1,XP_004956243.1 protein DMR6-LIKE OXYGENASE 1 [Setaria italica],Chr2,17141347,17144367,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,128471,4
Seita.2G136700,At1g08170,XP_022680431.1 histone H2B.9 [Setaria italica],Chr2,17147801,17149032,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,134925,4
Seita.2G136800,ACR10,XP_004956244.1 ACT domain-containing protein ACR10 [Setaria italica],Chr2,17151592,17157630,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,138716,4
Seita.2G136900,SOK5,XP_022679570.1 cell wall protein RBR3 isoform X1 [Setaria italica],Chr2,17156705,17160461,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,143829,4
Seita.2G473600,--,-,Chr2,17157744,17159104,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,144868,4
Seita.2G137000,--,RCV10794.1 hypothetical protein SETIT_2G137000v2 [Setaria italica],Chr2,17160462,17163724,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,147586,4
Seita.2G137100,MDH1,"XP_004956250.1 malate dehydrogenase [NADP] 1, chloroplastic [Setaria italica]",Chr2,17168592,17172733,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,155716,4
Seita.2G137300,--,XP_022679930.1 uncharacterized protein At1g76660 [Setaria italica],Chr2,17176158,17178982,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,163282,4
Seita.2G473700,--,-,Chr2,17179046,17181162,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,166170,4
Seita.2G137400,--,XP_004956261.1 protein SRC2 homolog [Setaria italica],Chr2,17183395,17184784,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,170519,4
Seita.2G473800,PAP12,XP_034582899.1 serine/threonine-protein kinase DDB_G0283821-like [Setaria viridis],Chr2,17190619,17192977,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,177743,4
Seita.2G473900,--,TKW01784.1 hypothetical protein SEVIR_8G201500v2 [Setaria viridis],Chr2,17192652,17195245,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,179776,4
Seita.2G474000,--,"XP_022680992.1 LOW QUALITY PROTEIN: uncharacterized protein LOC101759701, partial [Setaria italica]",Chr2,17196130,17196791,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,183254,4
Seita.2G474100,--,-,Chr2,17201629,17203173,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,188753,4
Seita.2G137500,AHL20,XP_004956262.1 AT-hook motif nuclear-localized protein 20 [Setaria italica],Chr2,17224493,17226227,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,211617,4
Seita.2G137600,--,RCV10801.1 hypothetical protein SETIT_2G137600v2 [Setaria italica],Chr2,17237887,17240908,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,225011,4
Seita.9G296600,CNR4,XP_004983440.1 cell number regulator 4-like isoform X1 [Setaria italica],Chr9,36692140,36697316,1,1,2024_N120,days_to_harvest,FarmCPU,5.41457961054495e-08,1,0,340,4
Seita.4G143200,--,RCV21482.1 hypothetical protein SETIT_4G143200v2 [Setaria italica],Chr4,17262234,17262960,2,2,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,1026,3
Seita.5G123800,--,RCV24906.1 hypothetical protein SETIT_5G123800v2 [Setaria italica],Chr5,10428623,10429608,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,4842,3
Seita.5G483200,--,-,Chr5,10429200,10429780,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,5419,3
Seita.5G123900,CYP734A6,XP_004968389.1 cytochrome P450 734A6 [Setaria italica],Chr5,10429995,10434593,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,6214,3
Seita.5G483300,--,-,Chr5,10433020,10435298,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,9239,3
Seita.5G483400,--,-,Chr5,10452451,10453889,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,28670,3
Seita.5G124000,--,XP_004968391.1 uncharacterized protein LOC101782571 [Setaria italica],Chr5,10456861,10459921,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,33080,3
Seita.5G124100,BOR4,XP_004968393.1 boron transporter 4 [Setaria italica],Chr5,10463447,10468292,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,39666,3
Seita.5G124200,UGT73C5,XP_014660787.1 UDP-glycosyltransferase 73C5 [Setaria italica],Chr5,10475089,10479465,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,30098,3
Seita.5G124300,UGT73E1,XP_004968396.1 UDP-glycosyltransferase 73C6 [Setaria italica],Chr5,10478339,10481515,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,28048,3
Seita.5G124400,PCMP-H33,RCV24914.1 hypothetical protein SETIT_5G124400v2 [Setaria italica],Chr5,10481554,10484244,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,25319,3
Seita.5G124500,RPT3,XP_004968398.1 coleoptile phototropism protein 1 [Setaria italica],Chr5,10486925,10491884,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,17679,3
Seita.5G124600,--,XP_004968399.1 uncharacterized protein LOC101785396 [Setaria italica],Chr5,10490746,10494403,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,15160,3
Seita.5G483500,--,XP_022682370.1 uncharacterized protein LOC111257318 [Setaria italica],Chr5,10503502,10504155,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,5408,3
Seita.5G124700,NHO1,XP_004968400.1 transcription factor NIGTH1 [Setaria italica],Chr5,10523182,10527366,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,13619,3
Seita.5G124800,--,XP_004968401.1 uncharacterized protein LOC101786211 [Setaria italica],Chr5,10527959,10531949,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,18396,3
Seita.5G124900,BZR2,XP_004971713.1 protein BZR1 homolog 3-like [Setaria italica],Chr5,10532083,10533124,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,22520,3
Seita.5G125000,--,RCV24920.1 hypothetical protein SETIT_5G125000v2 [Setaria italica],Chr5,10535714,10538610,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,26151,3
Seita.5G125100,At2g02030,RCV24921.1 hypothetical protein SETIT_5G125100v2 [Setaria italica],Chr5,10540385,10542196,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,30822,3
Seita.5G483800,--,TKW40322.1 hypothetical protein SEVIR_1G238100v2 [Setaria viridis],Chr5,10546986,10547939,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,37423,3
Seita.5G125200,ENL1,RCV24922.1 hypothetical protein SETIT_5G125200v2 [Setaria italica],Chr5,10548027,10552469,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,38464,3
Seita.5G483900,ENL1,XP_012701323.2 protein CHROMATIN REMODELING 24-like [Setaria italica],Chr5,10552878,10557174,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,43315,3
Seita.6G052600,--,RCV29923.1 hypothetical protein SETIT_6G052600v2 [Setaria italica],Chr6,4250293,4250814,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,56334,3
Seita.6G052700,--,RCV29924.1 hypothetical protein SETIT_6G052700v2 [Setaria italica],Chr6,4250935,4251831,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,55317,3
Seita.6G052800,--,RCV29925.1 hypothetical protein SETIT_6G052800v2 [Setaria italica],Chr6,4253230,4253764,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,53384,3
Seita.6G053000,--,XP_004972776.1 uncharacterized protein LOC101754916 [Setaria italica],Chr6,4265151,4268663,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,38485,3
Seita.6G053100,--,XP_004974411.1 uncharacterized protein LOC101773016 [Setaria italica],Chr6,4274151,4277560,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,29588,3
Seita.6G053200,--,XP_004972777.1 uncharacterized protein LOC101755317 [Setaria italica],Chr6,4297363,4300903,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,6245,3
Seita.6G053300,--,RCV29930.1 hypothetical protein SETIT_6G053300v2 [Setaria italica],Chr6,4302765,4304614,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,2534,3
Seita.6G053400,KAN2,XP_004972778.1 probable transcription factor RL9 isoform X1 [Setaria italica],Chr6,4317952,4322236,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,10804,3
Seita.2G480400,--,TKW00083.1 hypothetical protein SEVIR_8G085766v2 [Setaria viridis],Chr2,23835019,23837317,1,1,2024_N40,dtf,BLINK,2.83862244717862e-17,0,0,31581,3
Seita.8G333400,--,XP_039818438.1 uncharacterized protein LOC120680930 [Panicum virgatum],Chr8,40043359,40046149,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,24245,3
Seita.8G215600,--,TKW02152.1 hypothetical protein SEVIR_8G226900v2 [Setaria viridis],Chr8,40046797,40048161,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,22233,3
Seita.8G333500,--,-,Chr8,40060889,40062079,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,8315,3
Seita.8G215700,--,RCV39341.1 hypothetical protein SETIT_8G215700v2 [Setaria italica],Chr8,40063886,40067952,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,2442,3
Seita.8G333600,Sb05g025790,XP_004980826.2 CASP-like protein 1U1 [Setaria italica],Chr8,40071445,40072239,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,1051,3
Seita.8G215900,--,XP_004979867.1 CASP-like protein 1U3 [Setaria italica],Chr8,40073801,40075097,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,3407,3
Seita.8G216000,Sb05g025800,RCV39344.1 hypothetical protein SETIT_8G216000v2 [Setaria italica],Chr8,40076861,40077770,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,6467,3
Seita.8G216100,Sb05g025810,RCV39345.1 hypothetical protein SETIT_8G216100v2 [Setaria italica],Chr8,40078540,40079479,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,8146,3
Seita.8G216200,NR,XP_004979869.1 tropinone reductase homolog At2g29170 [Setaria italica],Chr8,40079720,40082081,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,9326,3
Seita.8G216300,At5g06060,RCV39347.1 hypothetical protein SETIT_8G216300v2 [Setaria italica],Chr8,40090087,40091074,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,19693,3
Seita.8G216400,NR,XP_022685082.1 tropinone reductase homolog At5g06060 [Setaria italica],Chr8,40091485,40094089,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,21091,3
Seita.2G223700,--,RCV11897.1 hypothetical protein SETIT_2G223700v2 [Setaria italica],Chr2,36030862,36031727,1,1,2023,pedicel_length_cm,FarmCPU,1.42724071690479e-12,0,0,9142,3
Seita.3G137900,Os05g0574000,XP_004961148.1 phospholipase A1-II 6 [Setaria italica],Chr3,9581458,9583079,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,56916,3
Seita.3G138000,CHUP1,"XP_022680552.1 protein CHUP1, chloroplastic [Setaria italica]",Chr3,9586211,9591061,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,48934,3
Seita.3G428500,--,TKW25761.1 hypothetical protein SEVIR_3G140000v2 [Setaria viridis],Chr3,9603661,9604089,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,35906,3
Seita.3G138100,--,RCV16436.1 hypothetical protein SETIT_3G138100v2 [Setaria italica],Chr3,9607912,9609227,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,30768,3
Seita.3G138200,--,XP_012700167.1 uncharacterized protein LOC101780901 [Setaria italica],Chr3,9609300,9612652,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,27343,3
Seita.3G138300,Os05g0573700,"XP_004961152.1 ketol-acid reductoisomerase, chloroplastic [Setaria italica]",Chr3,9613754,9618171,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,21824,3
Seita.2G222700,--,RCV11886.1 hypothetical protein SETIT_2G222700v2 [Setaria italica],Chr2,35941598,35942544,1,1,2023,pedicel_length_cm,FarmCPU,6.08158339400653e-12,0,0,13115,3
Seita.2G508500,--,RCV12861.1 hypothetical protein SETIT_2G301500v2 [Setaria italica],Chr2,35942120,35947617,1,1,2023,pedicel_length_cm,FarmCPU,6.08158339400653e-12,0,0,8042,3
Seita.9G351900,Os08g0126700,XP_004983906.1 zinc finger CCCH domain-containing protein 54 [Setaria italica],Chr9,43818686,43825454,1,1,2024_N120,number_of_tillers,FarmCPU,6.48851767253128e-12,0,0,12450,3
Seita.4G143000,--,RCV21480.1 hypothetical protein SETIT_4G143000v2 [Setaria italica],Chr4,17140143,17140776,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,154414,3
Seita.4G330700,--,XP_012701042.1 uncharacterized protein LOC101757565 [Setaria italica],Chr4,17142453,17146088,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,149102,3
Seita.4G143100,--,XP_004965360.1 uncharacterized protein LOC101757962 [Setaria italica],Chr4,17184023,17184965,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,110225,3
Seita.4G330800,--,RCV25232.1 hypothetical protein SETIT_5G149700v2 [Setaria italica],Chr4,17231101,17232760,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,62430,3
Seita.4G330900,--,TKW21281.1 hypothetical protein SEVIR_4G169600v2 [Setaria viridis],Chr4,17314579,17315055,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,19389,3
Seita.4G143400,--,XP_004965363.1 uncharacterized protein LOC101759063 [Setaria italica],Chr4,17322571,17335900,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,27381,3
Seita.4G143500,--,RCV21491.1 hypothetical protein SETIT_4G143500v2 [Setaria italica],Chr4,17331099,17331677,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,35909,3
Seita.4G143600,--,RCV21492.1 hypothetical protein SETIT_4G143600v2 [Setaria italica],Chr4,17332734,17333111,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,37544,3
Seita.4G331000,MFT1,XP_034591564.1 protein MOTHER of FT and TFL1 homolog 1-like [Setaria viridis],Chr4,17347529,17347929,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,52339,3
Seita.4G143700,MFT1,RCV21493.1 hypothetical protein SETIT_4G143700v2 [Setaria italica],Chr4,17349182,17350230,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,53992,3
Seita.4G143800,--,RCV21494.1 hypothetical protein SETIT_4G143800v2 [Setaria italica],Chr4,17350661,17351064,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,55471,3
